yellow_cards,red_cards,goals,assists,minutes_played,games,player_id,season
5,0,0,1,1120,17,1043030,2023
1,0,0,1,580,7,104324,2019
7,0,6,2,1622,23,104331,2012
10,0,4,2,1394,25,104331,2013
1,0,0,2,410,6,104331,2014
4,0,1,1,835,13,104331,2015
0,0,0,0,12,3,1043471,2022
3,0,3,0,1066,14,104351,2012
0,0,1,1,1174,15,104351,2013
3,1,0,0,2876,32,104376,2012
1,0,0,0,3420,38,104376,2013
3,0,0,1,3021,34,104376,2014
0,0,0,0,899,11,104376,2015
0,0,0,0,180,2,104376,2016
0,0,0,0,12,1,104395,2014
3,0,1,0,526,11,104395,2015
1,0,0,0,599,9,104395,2016
3,0,1,0,1451,17,104395,2017
3,0,0,2,1846,23,104395,2018
0,0,0,0,45,1,104397,2015
0,1,0,0,686,8,104397,2017
2,0,0,3,1388,30,104414,2012
0,0,0,2,715,16,104414,2013
3,0,16,16,2973,34,104414,2020
7,1,3,7,2089,30,104414,2021
1,0,1,4,628,14,104414,2022
1,0,2,0,856,11,104462,2022
1,0,0,0,293,6,104466,2014
1,0,1,3,1548,20,104466,2017
5,1,1,2,1964,24,104466,2018
3,0,0,4,2008,26,104466,2019
2,0,8,4,1516,22,104495,2013
2,0,5,2,1434,21,104495,2014
1,0,0,0,90,1,104503,2020
0,0,1,0,220,6,104505,2012
0,0,1,2,396,10,104505,2016
1,0,2,3,1330,23,104505,2017
5,0,1,5,2056,31,104505,2018
8,1,7,6,2232,29,104505,2019
7,0,5,9,2127,32,104505,2020
1,0,1,2,383,12,104509,2016
1,0,2,0,581,19,104509,2020
1,0,1,0,248,5,104509,2022
0,0,1,1,205,7,104511,2013
1,0,1,2,1102,20,104511,2015
3,0,1,0,875,18,104511,2016
0,0,0,0,839,11,104511,2018
0,0,0,0,145,7,104514,2013
0,0,0,0,25,2,104514,2014
1,0,0,0,276,3,104516,2012
1,0,3,1,1072,17,1045187,2023
4,0,0,0,1478,19,104540,2020
2,0,0,0,1845,21,104543,2020
1,1,0,0,2230,25,104543,2023
1,0,0,0,138,4,104546,2012
0,0,1,0,521,14,104546,2013
2,0,1,0,91,7,1045568,2022
1,0,0,0,181,5,1045568,2023
0,0,0,0,9,1,1045719,2022
0,0,0,0,75,3,1045767,2022
1,0,1,0,379,7,104586,2015
4,0,0,0,972,11,104590,2015
4,0,8,1,2813,32,104590,2016
0,0,0,0,180,2,104590,2017
3,2,1,0,2630,30,104597,2012
2,0,1,0,1487,19,104597,2013
2,0,0,1,869,12,104597,2014
2,0,0,0,530,12,104597,2015
6,0,1,1,3151,38,104597,2016
3,0,1,1,2631,30,104597,2017
4,1,0,0,2129,27,104597,2018
3,0,0,1,2409,28,104597,2019
1,0,1,0,1763,21,104597,2020
2,0,1,1,2136,29,104597,2021
5,0,0,1,1992,27,104597,2022
2,0,0,0,1841,22,104597,2023
2,0,0,2,523,16,1045972,2022
0,0,1,0,641,16,1045972,2023
3,0,3,2,1150,18,104605,2014
0,0,0,0,1,1,104605,2015
2,0,0,0,845,15,104605,2016
1,0,2,0,327,6,104605,2017
0,0,0,0,33,2,104606,2012
0,0,0,0,7,1,104606,2015
0,0,0,0,47,3,104607,2012
0,0,0,0,15,2,1046188,2023
0,0,0,0,16,1,104642,2014
0,0,0,0,92,4,104643,2012
1,0,0,0,25,1,104643,2014
0,0,0,0,45,1,1046796,2022
3,0,0,0,1035,12,104686,2019
0,0,0,0,82,3,104697,2013
0,0,0,0,167,5,104697,2015
7,0,5,6,1546,24,104700,2020
3,0,5,5,1984,29,104700,2021
0,0,3,2,892,20,104700,2022
0,0,0,0,434,15,104700,2023
0,0,0,1,146,6,104705,2012
2,0,6,4,2155,30,104705,2013
2,0,12,3,2172,28,104705,2014
2,0,5,5,1809,31,104705,2015
0,0,1,0,339,7,104705,2016
1,0,1,0,430,12,104705,2017
0,0,1,0,28,1,104705,2018
9,0,4,1,2040,36,10471,2012
14,0,4,3,2903,33,10471,2013
14,0,7,1,4058,47,10471,2014
11,0,1,3,2529,30,10471,2015
9,0,0,0,2614,30,10471,2016
13,1,5,2,4715,53,10471,2017
10,0,3,0,2952,36,10471,2018
9,0,3,1,2709,31,10471,2019
6,0,1,1,2379,34,10471,2020
4,0,1,1,1966,28,10471,2021
0,0,1,0,514,20,104725,2012
4,0,1,2,3259,37,104752,2012
5,0,5,0,3224,37,104752,2013
5,2,0,0,3523,41,104752,2014
8,0,2,3,3842,45,104752,2015
12,0,0,3,3811,45,104752,2016
3,0,4,0,3255,40,104752,2017
6,0,2,0,3077,35,104752,2018
3,0,4,0,2988,35,104752,2019
5,0,0,1,2570,33,104752,2020
5,0,0,0,1319,18,104752,2021
1,0,0,0,586,8,104752,2022
0,0,0,0,97,2,1047576,2022
0,0,0,0,85,1,1047586,2022
0,0,0,0,5,1,1047587,2022
0,0,0,0,3,1,1047612,2022
0,0,0,0,20,1,1048118,2022
0,0,0,0,17,1,104865,2014
0,0,0,0,21,2,1048954,2022
0,0,0,0,180,2,1048954,2023
0,0,1,0,87,3,104918,2012
1,0,0,0,335,11,104918,2014
3,0,1,10,1980,22,104918,2021
3,0,3,9,2386,32,104918,2022
2,0,1,5,1192,22,104918,2023
0,0,0,0,119,3,104941,2013
3,0,2,0,2070,24,104946,2012
2,0,2,0,724,15,104977,2022
1,0,0,0,1335,15,104987,2014
3,0,0,1,774,16,104990,2013
2,0,5,1,522,6,10501,2014
1,0,0,0,146,6,1050249,2022
4,0,2,2,2937,33,10503,2014
0,0,0,1,287,4,10503,2017
7,0,2,0,1329,17,10503,2019
1,0,0,1,360,9,10504,2012
1,0,0,0,446,11,10504,2013
6,0,0,0,1168,17,10504,2014
2,0,0,0,535,9,1050852,2022
0,0,0,0,271,4,1050852,2023
0,1,0,1,343,12,105092,2012
3,0,1,2,1134,15,105207,2014
0,0,0,0,207,4,105207,2015
0,0,0,0,90,1,1052374,2023
2,0,1,0,366,12,105261,2012
0,0,1,1,312,9,105261,2013
0,0,0,0,342,4,105299,2018
2,0,0,0,344,9,1053147,2023
3,0,1,0,490,14,1053240,2022
4,0,0,0,982,16,105337,2014
0,0,0,0,90,1,105337,2016
1,0,0,0,1977,23,105352,2012
4,0,1,0,2244,26,105352,2013
0,0,1,0,1117,16,105352,2014
2,0,0,0,1361,21,105352,2015
6,0,1,0,2350,28,105352,2016
3,0,0,1,1696,24,105352,2017
5,0,0,0,1351,19,105352,2018
1,0,0,2,1074,13,105352,2019
0,0,0,0,3,1,105352,2020
8,0,1,1,1574,21,105362,2012
1,0,0,0,1940,25,105362,2013
3,0,0,1,1333,16,105362,2014
3,0,0,0,1508,18,105362,2020
2,0,0,1,79,7,105379,2012
1,0,0,0,1596,19,105388,2012
2,0,0,0,570,8,105388,2015
4,0,1,0,1621,20,105388,2019
0,0,2,2,927,20,105400,2012
2,0,0,0,291,6,105400,2017
0,0,0,1,93,8,105400,2018
0,1,0,0,431,5,1054542,2023
1,0,2,0,1103,22,105456,2013
3,0,1,0,1658,25,105456,2014
15,0,4,1,3254,38,105456,2015
8,0,3,1,2618,30,105456,2016
8,0,6,4,3136,38,105456,2017
9,0,3,3,2146,27,105456,2018
1,0,0,2,270,3,105456,2019
4,0,4,4,1448,17,105456,2021
10,1,5,2,2592,30,105456,2022
0,0,0,0,45,1,105468,2012
1,0,0,0,180,2,105468,2015
0,0,0,0,1350,15,105470,2016
1,0,0,1,4410,49,105470,2017
1,0,0,0,4590,51,105470,2018
0,1,0,1,3295,37,105470,2019
1,0,1,0,3780,42,105470,2020
0,0,0,1,4800,53,105470,2021
1,0,0,1,4230,47,105470,2022
1,0,0,0,2160,24,105470,2023
6,0,1,0,880,10,105478,2012
7,0,1,0,2369,27,105478,2013
7,0,0,0,2940,32,105478,2015
7,0,0,2,2714,30,105478,2016
6,0,0,2,2517,29,105478,2017
11,1,1,1,2383,28,105478,2018
3,0,1,0,2910,32,105478,2019
11,0,2,0,1990,23,105478,2020
9,0,0,0,2175,27,105478,2021
7,0,0,0,2018,24,105478,2022
4,0,1,0,1260,14,105478,2023
0,0,0,0,20,2,1054839,2022
0,0,0,0,139,6,1054839,2023
0,0,4,2,938,20,105496,2012
1,0,5,9,1918,25,105496,2013
0,0,0,0,746,15,105496,2014
0,0,0,3,596,11,105496,2015
0,0,5,2,1387,24,105496,2016
0,0,0,3,314,8,105496,2017
1,0,1,2,681,11,105496,2018
0,0,0,1,416,10,105496,2019
3,0,0,0,738,9,105497,2022
0,0,0,0,7,2,105500,2015
0,0,0,0,24,1,105502,2012
1,0,1,0,336,8,105502,2013
0,0,0,0,14,1,105506,2012
0,0,0,0,29,1,105506,2013
1,0,7,2,1556,20,105506,2019
2,0,0,1,802,21,105506,2020
2,0,2,0,359,11,105506,2022
4,0,4,0,796,18,105506,2023
5,0,5,3,2064,34,105521,2012
13,0,23,3,2679,34,105521,2013
1,0,10,2,1642,34,105521,2014
5,0,9,5,1673,29,105521,2015
5,0,26,5,3517,41,105521,2016
6,1,41,9,3725,47,105521,2017
9,0,20,12,3694,46,105521,2018
8,0,39,8,3685,44,105521,2019
4,1,25,8,3299,41,105521,2020
5,0,32,4,3356,40,105521,2021
4,0,13,7,2584,36,105521,2022
7,0,10,0,1644,28,105521,2023
0,0,0,0,132,4,105534,2012
2,0,0,0,177,5,105565,2019
0,0,0,0,47,3,105625,2012
0,0,0,0,78,4,105653,2012
0,0,4,0,1266,21,105653,2016
1,0,1,0,1241,20,105653,2019
3,0,5,2,1757,28,105653,2020
4,0,1,1,1895,29,105653,2021
0,0,0,0,3,1,1056655,2022
1,0,0,0,216,8,1056907,2022
5,0,3,5,2447,34,105691,2015
3,0,0,1,661,17,105691,2016
0,0,3,0,1466,21,105695,2012
2,0,1,0,1648,23,105695,2013
2,0,0,2,2704,33,105695,2016
6,0,1,7,1877,25,105695,2017
0,0,0,0,90,1,105695,2018
2,0,0,0,1253,17,105695,2019
8,0,1,4,2294,27,105695,2020
11,0,0,0,3180,35,105695,2021
9,1,0,2,2174,33,105695,2022
5,0,0,1,2344,27,105695,2023
1,0,1,0,1117,14,105776,2018
7,0,0,2,2886,32,105776,2019
4,0,3,0,1015,25,105811,2012
5,0,4,5,1682,29,105811,2013
0,0,1,0,166,5,105811,2014
0,0,0,1,135,7,105811,2016
0,0,0,1,55,2,105811,2017
3,0,0,2,516,13,105811,2018
1,0,0,0,71,3,105811,2020
2,0,1,0,517,17,105817,2015
3,0,2,0,704,16,105817,2016
1,0,4,0,234,3,105817,2018
7,0,1,1,3280,38,105842,2015
2,0,0,1,1092,14,105842,2016
5,0,4,6,2201,39,105892,2012
3,0,3,2,1979,29,105892,2013
9,0,3,0,2906,35,105892,2015
8,0,6,6,2936,35,105892,2016
3,0,3,3,1993,25,105892,2017
1,0,1,3,987,13,105892,2018
2,0,2,0,1150,24,105892,2019
3,0,3,3,1151,18,105892,2020
12,0,2,0,2575,40,105899,2017
3,0,0,0,444,6,1059104,2022
0,0,0,0,31,2,1059440,2022
0,0,0,0,128,7,1059440,2023
0,0,0,0,296,12,1059630,2022
5,0,0,1,2406,34,10598,2012
4,0,0,3,1314,27,10598,2013
9,0,3,0,1973,29,10598,2014
5,0,0,0,1050,16,10598,2015
0,0,0,0,113,9,1059814,2023
1,0,0,0,773,11,106039,2013
3,0,0,1,1851,25,106039,2014
6,0,1,2,1797,27,106039,2015
7,0,0,1,2358,32,106039,2017
8,0,0,0,2279,30,106039,2018
1,0,0,0,746,9,106039,2019
1,0,0,0,381,7,106039,2020
2,0,1,0,653,16,106039,2023
0,0,0,0,890,17,106041,2017
5,0,4,0,1386,24,1061282,2023
0,0,3,1,935,17,1061628,2023
4,0,3,4,1772,31,106181,2013
3,0,8,0,1841,24,106181,2014
1,0,5,2,2354,31,106181,2015
2,0,0,1,1440,16,106196,2012
2,0,0,0,1380,15,106196,2013
0,0,0,0,1071,12,106196,2014
0,0,0,0,540,6,106196,2015
1,0,0,0,1538,18,106196,2016
0,0,0,0,2610,29,106196,2017
0,0,0,0,604,7,106196,2018
2,0,2,2,1202,19,106207,2014
2,0,4,3,1069,20,106207,2018
2,0,0,3,1686,20,106210,2019
2,0,0,1,1128,14,106210,2020
1,0,0,1,918,11,106225,2017
0,0,0,0,1,1,1062473,2022
2,0,2,2,2948,34,106252,2016
4,0,0,0,2463,31,106252,2017
0,0,2,3,333,15,106270,2016
5,0,4,4,1953,34,106270,2017
2,0,2,3,554,10,106270,2018
5,0,6,8,1683,29,106270,2019
1,0,1,0,451,8,106270,2020
4,0,4,7,2435,34,106270,2021
6,0,6,12,2598,35,106270,2022
2,1,3,2,1622,23,106270,2023
0,0,0,0,243,5,106306,2012
3,0,0,2,1332,15,106306,2013
12,0,0,0,1819,23,106306,2015
0,0,0,0,90,1,106306,2016
0,0,0,0,2025,23,106320,2016
0,0,0,0,19,2,1063263,2022
2,0,0,0,153,8,1063263,2023
8,1,2,3,2932,37,106405,2012
7,0,3,0,4629,51,106405,2013
5,0,2,3,3420,38,106405,2014
6,1,4,0,3600,40,106405,2015
4,0,2,1,1640,19,106405,2016
4,0,0,1,2475,28,106405,2017
4,0,0,3,2422,28,106405,2018
5,0,0,1,1643,21,106405,2019
10,0,1,0,3015,34,106405,2020
9,0,2,0,2698,30,106405,2021
14,0,0,1,2977,34,106405,2022
4,0,0,1,1530,18,106405,2023
10,0,0,0,2382,27,10642,2012
0,0,0,0,2912,33,10642,2013
9,0,1,1,2506,32,10642,2014
0,0,0,0,568,7,106536,2013
2,0,0,0,846,10,106536,2014
2,0,1,0,1788,23,106536,2015
6,0,0,0,1762,19,106536,2016
2,0,1,0,1483,19,106536,2017
1,0,0,1,996,11,106536,2018
2,0,0,1,764,9,106536,2019
2,0,0,0,2193,26,106536,2020
3,0,3,0,1688,25,106536,2021
2,0,0,0,834,12,106536,2022
0,0,1,0,64,1,106539,2013
1,0,1,0,159,10,106539,2014
1,0,1,0,121,5,106569,2016
7,0,4,6,1963,26,106569,2017
5,0,0,1,608,16,106569,2018
1,0,0,0,197,5,106569,2019
0,0,0,0,239,3,106605,2012
3,0,0,0,1436,16,106617,2012
2,0,1,0,540,6,106617,2014
1,0,0,0,244,4,106617,2016
8,0,0,1,1859,22,106618,2016
3,0,0,0,1003,15,106618,2018
0,1,0,0,596,8,106619,2012
4,0,1,0,2247,25,106619,2017
1,0,0,1,1540,18,106628,2012
0,0,0,0,434,6,106628,2013
2,0,2,1,668,15,106629,2016
0,0,2,1,606,11,106629,2017
2,0,0,0,490,6,106631,2014
0,0,0,0,456,10,106632,2012
3,0,1,2,895,11,106632,2013
4,0,6,1,2666,31,106632,2014
4,0,3,4,1706,20,106632,2015
0,0,3,0,983,13,106632,2016
3,0,0,2,2796,38,106634,2012
9,0,2,4,3050,34,106634,2013
3,1,0,1,2840,33,106634,2014
4,0,0,1,2174,25,106634,2015
1,0,0,1,2077,24,106634,2016
2,0,0,0,1273,16,106634,2018
2,0,25,7,3294,41,106641,2015
1,0,5,0,282,6,106641,2016
6,0,6,1,1707,19,106643,2012
0,0,4,2,1443,29,106644,2013
5,0,3,8,2408,35,106644,2014
3,0,5,6,3235,39,106644,2015
3,0,3,4,2370,33,106644,2016
2,0,1,2,1524,24,106644,2017
3,0,3,4,2166,31,106644,2018
4,0,10,6,2624,32,106644,2019
1,0,0,1,310,6,106644,2020
0,0,0,0,90,1,106654,2015
0,0,0,2,159,2,106656,2012
0,0,0,0,75,1,106656,2013
0,0,5,3,1810,29,106675,2012
4,0,7,4,2047,28,106675,2013
0,0,1,2,595,19,106675,2014
3,0,4,2,639,22,106675,2015
0,0,1,3,254,3,106675,2016
0,0,5,1,1398,19,106675,2017
3,0,5,1,1674,24,106675,2018
3,0,2,0,1096,23,106675,2019
6,0,5,1,1701,30,106675,2020
2,0,1,2,447,13,106675,2021
0,0,3,1,2955,35,106721,2014
6,0,4,2,3797,44,106721,2015
5,0,3,2,3378,41,106721,2016
5,0,1,0,1635,20,106721,2019
0,0,1,0,2570,32,106721,2020
5,1,4,3,2402,31,106721,2022
1,0,0,0,178,4,1067225,2022
0,0,0,0,35,2,106783,2020
0,0,0,0,19,1,1067886,2022
0,0,0,0,4,1,1067887,2022
0,0,0,0,4,1,1067930,2022
2,0,0,0,399,6,1067930,2023
0,0,1,0,45,1,106825,2016
0,0,0,0,155,4,106825,2017
2,0,2,0,505,10,106825,2019
5,0,0,0,672,12,106837,2012
7,0,1,0,1832,22,106837,2013
10,0,0,0,1621,20,106837,2014
2,0,1,0,867,11,106837,2015
6,0,1,0,960,11,106837,2016
4,1,1,1,1806,22,106837,2018
2,0,0,0,984,12,106837,2020
4,0,0,0,1431,21,106837,2021
0,0,0,0,45,3,106862,2019
0,0,0,0,23,1,106872,2012
0,0,0,0,29,1,106872,2015
8,0,2,9,2292,28,106872,2018
4,0,1,6,1434,19,106872,2019
3,0,3,0,560,20,106872,2020
3,0,1,1,538,25,106872,2021
4,0,6,3,2854,35,106872,2022
6,0,4,7,1641,20,106872,2023
0,0,0,0,90,1,106928,2012
0,0,0,0,90,1,106928,2013
2,0,0,0,1440,16,106928,2018
4,0,3,1,1787,25,106982,2016
3,0,9,4,2718,33,106987,2016
6,0,5,9,2617,34,106987,2017
11,0,5,6,3287,43,106987,2018
6,0,16,11,3558,44,106987,2019
10,0,9,7,2969,39,106987,2020
2,0,1,1,1077,32,106987,2021
6,0,4,2,2030,41,106987,2022
2,0,3,5,1736,24,106987,2023
7,0,2,0,2383,28,107010,2012
5,0,0,1,3571,40,107010,2013
8,1,2,2,3461,41,107010,2014
2,0,0,0,1857,24,107010,2015
12,0,1,1,4186,49,107010,2016
8,0,0,0,3033,37,107010,2017
4,0,0,1,1351,17,107010,2018
8,0,1,0,2482,28,107010,2019
17,1,1,0,3744,42,107010,2020
13,0,0,0,2891,33,107010,2021
10,2,0,0,2540,29,107010,2022
5,0,0,0,1456,19,107010,2023
0,0,0,0,8,2,1070536,2022
0,0,0,0,4,3,1070536,2023
0,0,0,0,1,1,1070642,2022
0,0,1,0,32,3,1070642,2023
0,0,1,0,90,1,107114,2017
0,0,1,1,199,7,107114,2018
4,0,2,1,1106,20,107114,2022
5,0,5,1,3056,34,107116,2013
2,0,2,0,2970,33,107116,2014
1,0,0,1,2070,23,107116,2015
1,0,0,0,125,5,107116,2019
0,0,0,0,20,2,1071252,2023
0,0,0,0,70,3,107184,2012
0,0,0,0,54,1,107184,2013
4,0,0,0,593,15,1072017,2023
6,0,3,0,1762,21,107218,2012
6,0,2,1,2280,25,107218,2014
1,0,0,0,985,15,107218,2015
1,0,0,0,1073,14,107219,2023
0,0,0,0,45,1,1072260,2023
8,0,2,0,1367,22,107266,2013
2,0,1,2,1509,26,107266,2015
9,0,2,5,2628,32,107266,2016
11,0,2,3,1993,25,107266,2017
8,0,1,3,2277,26,107266,2018
5,0,2,1,1523,19,107266,2019
6,0,1,1,1733,22,107266,2020
5,0,0,1,1605,22,107266,2022
3,0,1,1,1645,21,107266,2023
5,0,0,0,1557,19,107274,2015
4,0,0,4,1779,20,107274,2016
4,0,0,0,1175,14,107274,2017
0,0,0,0,283,8,107283,2017
0,0,0,0,60,2,1072898,2023
0,0,0,0,1,1,1072902,2022
3,0,2,0,1070,18,1073,2012
2,0,1,2,1155,15,1073,2013
0,0,0,0,3,1,1073288,2022
0,0,0,0,333,5,107350,2012
1,0,0,0,110,2,107373,2018
3,0,2,2,867,14,107377,2017
3,0,1,4,1290,19,107377,2018
0,0,0,0,5,1,1073850,2022
0,0,0,0,16,2,1073997,2023
1,0,0,0,10,2,1074042,2022
0,0,0,0,2,1,1074053,2023
0,0,0,0,115,2,1074059,2022
0,0,0,1,1822,33,107427,2015
0,0,0,0,129,2,107427,2016
5,1,2,0,1265,18,107444,2017
7,0,3,0,2520,28,107444,2018
0,0,0,1,655,11,1075,2012
2,0,7,2,929,17,1075,2013
0,0,0,0,21,1,107518,2012
6,0,0,1,1340,15,107523,2020
1,1,1,0,1436,20,107523,2021
0,0,1,1,709,13,107523,2022
4,0,0,0,509,14,107525,2013
6,0,4,7,1915,25,107525,2015
5,0,5,2,2317,32,107525,2018
3,0,7,7,1714,27,107525,2020
1,1,1,4,1238,22,107525,2021
2,0,0,1,628,17,107525,2022
3,0,1,0,519,15,107525,2023
0,0,0,0,92,3,107529,2022
0,0,0,0,20,1,1075339,2022
4,1,1,1,2299,26,107544,2012
6,0,1,7,3056,34,107544,2018
9,0,2,3,2880,32,107544,2019
8,0,1,2,2794,32,107544,2020
8,0,0,0,1768,25,107544,2021
9,0,2,0,1835,25,107544,2022
2,0,1,2,403,14,107548,2015
1,0,1,2,1965,26,107550,2012
0,0,0,0,641,9,107550,2014
0,0,0,0,25,1,107574,2012
0,0,0,0,193,3,107574,2016
5,0,0,0,895,13,107582,2012
0,0,0,0,1,1,107582,2013
8,0,0,2,1644,19,107612,2019
3,1,0,1,1875,24,107612,2020
7,0,1,3,2145,24,107612,2021
0,0,0,0,4,1,107617,2014
0,0,0,0,45,1,107617,2015
0,0,1,0,456,14,107641,2015
0,1,0,0,1137,13,107662,2019
5,0,3,4,2951,35,107665,2015
3,0,8,4,3106,35,107665,2016
0,0,7,0,2897,36,107665,2017
4,0,5,2,2577,29,107665,2018
3,0,8,1,3271,37,107665,2019
0,0,1,0,853,18,107665,2020
5,0,3,2,1816,26,107665,2021
0,0,0,0,74,4,107665,2022
1,0,0,0,451,8,107667,2015
3,0,0,0,1415,18,107701,2013
2,0,0,0,70,2,1077256,2022
2,0,0,0,3780,42,107775,2012
4,0,0,0,2340,26,107775,2013
0,0,0,0,3060,34,107775,2015
0,1,0,0,3260,36,107775,2016
3,0,0,0,2880,32,107775,2017
0,0,0,0,482,6,107775,2018
0,0,0,0,1350,15,107775,2019
0,0,0,0,945,11,107775,2020
1,0,0,0,930,10,107775,2021
3,0,0,0,3675,41,107775,2022
2,0,0,0,2520,28,107775,2023
11,0,1,0,2332,28,107777,2013
7,0,0,0,2695,31,107777,2016
9,0,1,0,1616,20,107777,2017
4,0,0,2,1590,26,107803,2012
2,0,0,1,1320,25,107803,2013
4,0,3,1,1694,25,107803,2014
0,0,0,0,164,4,107803,2016
1,0,1,0,1442,19,107803,2017
2,0,0,0,733,10,107803,2018
1,0,0,0,130,3,107803,2019
3,0,0,0,1615,18,107803,2020
5,0,0,1,1350,15,107803,2021
2,0,0,0,615,8,107803,2022
1,0,1,1,417,8,107958,2013
0,0,0,1,79,6,107958,2014
2,0,2,1,230,9,107969,2013
2,0,2,1,1726,26,107969,2014
0,0,0,0,131,2,107969,2015
1,0,0,0,405,5,107969,2016
6,0,0,4,2104,31,107969,2017
6,0,2,1,2679,30,107969,2018
1,0,0,1,270,3,107969,2019
2,1,0,1,1926,26,107973,2015
5,0,1,1,1167,17,107973,2016
3,0,0,2,1423,17,107973,2017
4,1,0,0,1437,17,108104,2012
12,0,1,0,1841,22,108119,2015
0,0,0,0,10,1,108198,2014
0,0,0,0,11,2,1082519,2023
1,0,0,1,743,15,1082823,2023
0,0,0,0,23,2,1082850,2023
0,0,0,1,157,4,1082915,2022
8,0,1,2,2302,28,1083,2013
1,0,0,1,988,14,108315,2012
0,1,0,2,1423,18,108315,2014
5,0,0,0,2550,28,108315,2016
5,0,0,2,2474,28,108315,2017
3,0,1,0,1126,13,108315,2019
3,0,0,1,489,9,108318,2014
12,0,10,5,2561,44,108354,2012
5,1,7,3,2172,38,108354,2013
7,0,12,7,2616,31,108354,2014
6,1,7,0,2552,33,108354,2015
1,0,1,3,864,14,108354,2016
2,1,9,2,3071,41,108354,2017
3,0,2,2,1271,23,108354,2018
6,0,9,2,3252,38,108354,2019
4,0,1,3,2187,34,108354,2020
2,0,3,4,2216,35,108354,2021
5,0,4,3,2812,39,108354,2022
6,0,2,6,1945,24,108354,2023
2,0,0,0,4170,46,108390,2012
3,0,0,0,5070,56,108390,2013
1,0,0,0,3294,37,108390,2014
1,2,0,0,2650,30,108390,2015
1,0,0,0,3510,39,108390,2016
3,0,0,1,4050,45,108390,2017
2,0,0,0,2790,31,108390,2018
2,0,0,0,3855,43,108390,2019
1,0,0,0,4590,51,108390,2020
1,0,0,0,4770,52,108390,2021
1,0,0,0,4470,49,108390,2022
1,0,1,1,124,5,1083965,2023
3,0,1,2,867,16,1084065,2023
0,0,0,0,26,2,1084075,2023
3,0,0,2,1018,14,108468,2017
0,0,0,0,795,14,108468,2018
3,0,0,2,1962,32,108484,2012
6,0,5,1,2055,32,108484,2013
5,1,1,1,1870,27,108484,2014
5,0,4,3,2745,34,108484,2015
2,0,0,3,2120,30,108484,2016
2,0,1,1,1422,18,108484,2017
0,0,0,0,161,4,108484,2018
2,0,0,0,225,10,108484,2019
2,0,2,0,3225,36,108537,2014
3,0,0,4,3039,34,108537,2015
6,0,1,2,3234,36,108537,2016
4,0,2,2,1886,22,108537,2017
11,0,5,3,2645,31,108537,2019
3,0,4,3,1391,21,108537,2020
4,0,0,6,2885,33,108537,2021
5,0,0,2,3003,35,108537,2022
2,0,2,0,1319,21,108587,2015
4,0,3,1,1764,29,108587,2016
6,0,4,3,1764,23,108587,2017
4,0,1,2,816,18,108587,2018
2,0,0,0,370,12,108587,2019
1,0,2,1,1181,24,108587,2020
1,0,0,0,1,1,108601,2012
1,0,2,5,2808,33,108601,2013
5,0,1,9,3635,41,108601,2014
3,0,1,4,2870,32,108601,2015
0,0,1,3,2831,33,108601,2016
3,0,1,1,889,20,108636,2012
4,0,1,0,996,17,108636,2013
5,0,5,2,1655,27,108636,2016
1,0,3,5,1612,29,108650,2014
2,0,1,2,1516,27,108650,2015
4,0,9,8,2482,32,108650,2016
4,0,6,3,2275,32,108650,2017
2,0,5,3,1505,23,108650,2018
3,0,9,4,2058,32,108650,2019
3,0,1,1,957,28,108650,2020
0,0,0,1,114,2,108692,2012
4,0,3,1,1149,19,108692,2018
0,0,0,0,35,2,1087022,2022
0,0,0,0,179,4,108709,2014
0,0,0,0,409,10,108709,2016
0,0,0,0,59,1,108710,2012
2,0,2,0,613,16,108710,2013
0,0,2,1,594,15,108710,2014
4,0,5,6,1969,22,108710,2015
2,0,1,2,1517,21,108710,2016
0,0,1,1,478,6,108710,2017
1,0,0,0,196,3,108710,2018
4,0,5,3,1496,22,108710,2019
6,0,1,7,1977,24,108710,2020
4,0,3,4,1371,16,108710,2021
2,0,2,4,1465,21,108710,2022
2,0,0,1,1090,14,108710,2023
0,0,1,0,138,8,108725,2014
1,0,10,1,1635,24,108725,2017
2,0,13,3,2890,45,108725,2018
1,0,14,1,2585,34,108725,2019
0,0,12,3,2828,34,108725,2020
1,0,6,0,2946,38,108725,2021
0,0,3,0,861,26,108725,2022
1,0,9,1,1253,24,108725,2023
0,0,0,0,259,6,108739,2012
3,0,1,1,1119,24,108739,2013
1,0,1,0,653,12,108739,2014
0,0,0,0,62,4,108739,2018
0,0,0,0,120,1,108820,2013
0,0,0,1,553,15,108820,2014
1,0,0,0,120,6,108820,2015
6,0,1,2,2700,30,108830,2012
7,0,0,0,1864,21,108830,2013
2,1,1,0,2066,24,108830,2014
5,0,0,0,2452,29,108830,2015
4,0,0,0,968,14,108830,2016
4,0,0,0,680,10,108830,2017
4,0,0,0,902,12,108830,2019
0,0,0,0,382,5,108831,2014
5,1,1,2,1082,25,10885,2012
8,0,3,0,1476,23,10885,2013
4,0,1,4,1133,22,10885,2014
0,0,0,1,186,5,10885,2016
0,0,0,0,60,2,10885,2017
2,0,1,1,715,10,108866,2021
2,0,0,0,1310,19,108866,2022
2,0,3,8,2762,36,108878,2012
3,0,1,5,1999,30,108878,2013
3,0,1,8,2883,41,108878,2014
0,0,0,0,36,1,108878,2015
1,0,0,0,1386,16,108880,2012
0,0,0,0,2233,25,108880,2013
0,0,0,0,630,7,108880,2014
1,0,0,0,1530,17,108880,2015
