BirthCountry,SubPosition,Position,Height,CurrentPay,HighestPay,YellowCards,RedCards,Goals,Assists,Minutes,Games,YellowLastSeason,RedLastSeason,GoalsLastSeason,AssistsLastSeason,MinutesLastSeason,GamesLastSeason,ShootoutGoals,ShootoutAppearances,BirthYear,Name
Costa Rica,Left Winger,Attack,,400000,500000,0,0,0,0,23,1,,,,,,,0,0,2004,Ken Kirlin
England,Left-Back,Defender,190,5000000,5000000,1,0,0,1,1097,14,,,,,,,0,0,2002,James Batz
Japan,Central Midfield,Midfield,175,800000,850000,0,0,1,0,316,11,,,,,,,0,0,2002,Darryl D'Amore
Israel,Central Midfield,Midfield,188,2000000,2000000,1,1,0,3,310,14,,,,,,,0,0,2000,Sergio Steuber
Wales,Second Striker,Attack,175,800000,1000000,0,0,4,0,980,16,,,,,,,0,0,2001,Rudolph Mueller
France,Central Midfield,Midfield,185,3500000,3500000,3,0,0,0,798,14,,,,,,,0,0,2001,Wallace O'Keefe
Italy,Central Midfield,Midfield,175,1500000,1500000,0,0,0,0,116,7,,,,,,,0,0,2004,Merle Kovacek
Germany,Second Striker,Attack,185,10000000,10000000,1,0,1,0,159,8,,,,,,,0,0,2005,Gary Denesik
Uruguay,Centre-Back,Defender,183,400000,450000,0,1,0,0,54,3,,,,,,,0,0,2001,Danny Jaskolski
Czech Republic,Central Midfield,Midfield,187,800000,900000,2,0,1,1,335,14,,,,,,,0,0,1997,Herman Bruen
T?rkiye,Defensive Midfield,Midfield,172,400000,500000,2,0,0,1,564,10,,,,,,,0,0,1999,Emilio Connelly
T?rkiye,Central Midfield,Midfield,179,175000,675000,2,0,0,0,491,9,5,0,1,1,932,15,0,0,1991,Julius Adams
Greece,Left-Back,Defender,176,300000,450000,4,0,0,1,887,12,,,,,,,0,0,1992,Merle Haley
Cyprus,Left-Back,Defender,180,600000,600000,2,0,2,1,1110,14,,,,,,,0,0,1998,Kyle Wilkinson
Slovakia,Goalkeeper,Goalkeeper,192,350000,400000,3,0,0,0,1260,14,,,,,,,0,0,1995,Jesse Blick
Greece,Right Winger,Attack,173,450000,450000,3,0,2,2,739,14,,,,,,,0,0,1998,Norman Beahan
Greece,Attacking Midfield,Midfield,170,500000,500000,1,0,2,3,886,15,,,,,,,0,0,1999,Dana Hackett
Greece,Centre-Back,Defender,189,250000,250000,2,0,0,0,582,8,,,,,,,0,0,2001,Devin Oberbrunner
Greece,Defensive Midfield,Midfield,186,350000,400000,3,0,2,0,564,11,,,,,,,0,0,2001,Van Schaefer
,Attacking Midfield,Midfield,174,450000,450000,1,0,1,1,726,15,,,,,,,0,0,2001,Randolph Fisher
Yugoslavia (Republic),Centre-Forward,Attack,183,500000,500000,4,0,4,1,1164,16,,,,,,,0,0,1998,Harold Bergstrom
Greece,Centre-Back,Defender,190,100000,900000,1,0,0,0,773,10,,,,,,,0,0,1990,Jared Altenwerth
Greece,Right Winger,Attack,173,150000,150000,2,0,1,0,338,9,,,,,,,0,0,2004,Joseph Zieme
Burkina Faso,Defensive Midfield,Midfield,169,400000,400000,6,0,0,0,1048,14,0,0,0,0,33,1,0,0,1999,Damon Kihn
Chile,Central Midfield,Midfield,173,300000,2500000,3,0,1,0,1320,17,,,,,,,0,0,1991,Jon Witting
,Goalkeeper,Goalkeeper,188,150000,150000,0,0,0,0,28,1,,,,,,,0,0,2002,Woodrow McDermott
Argentina,Centre-Forward,Attack,182,600000,650000,3,0,6,1,1128,16,,,,,,,0,0,1999,Clark Homenick
Greece,Right Midfield,Midfield,172,350000,1000000,4,0,2,5,1112,17,,,,,,,0,0,1990,Dwayne Gaylord
England,Right Winger,Attack,178,2000000,2000000,0,0,0,0,232,8,,,,,,,0,0,2002,Curtis Kassulke
Switzerland,Centre-Forward,Attack,185,20000000,25000000,1,0,3,1,413,15,,,,,,,0,0,2000,Curtis Gerlach
Czech Republic,Left Midfield,Midfield,184,1200000,15000000,0,0,0,2,519,11,1,0,0,2,307,7,0,0,1996,Neil Gutmann
Brazil,Right-Back,Defender,183,2000000,3000000,3,0,0,0,715,12,3,0,0,0,1245,17,0,0,2001,Myron Cummerata
Portugal,Left Winger,Attack,190,800000,3000000,2,0,4,0,276,15,2,0,3,1,969,26,0,0,1990,Forrest Heaney
Spain,Right Winger,Attack,173,5000000,15000000,0,0,1,0,672,18,2,0,2,3,641,9,0,0,1997,Billy Wuckert
Spain,Right Winger,Attack,174,1600000,1600000,2,0,3,2,434,10,,,,,,,0,0,1997,Earl Funk
Spain,Centre-Back,Defender,188,2000000,2000000,3,0,2,0,701,12,2,1,1,1,644,10,0,0,2002,Bradford Littel
T?rkiye,Defensive Midfield,Midfield,182,125000,700000,1,0,0,0,328,10,,,,,,,0,0,1991,Jim Cremin
T?rkiye,Central Midfield,Midfield,175,200000,500000,3,0,1,0,250,8,,,,,,,0,0,1996,Fred Reynolds
T?rkiye,Central Midfield,Midfield,183,900000,925000,1,0,0,1,568,13,0,0,0,0,49,3,0,0,2000,Tommie Feil
,Right Winger,Attack,183,100000,100000,1,0,0,0,180,2,,,,,,,1,1,2004,Grady Smitham
,Goalkeeper,Goalkeeper,192,100000,125000,0,0,0,0,90,1,,,,,,,0,0,2002,Clint Kuhn
Russia,Centre-Forward,Attack,191,200000,200000,0,0,0,0,68,1,,,,,,,0,0,2003,Orlando Waters
Switzerland,Attacking Midfield,Midfield,179,15000000,15000000,1,0,2,1,546,14,,,,,,,0,0,2002,Amos Sawayn
Spain,Right Winger,Attack,177,2000000,2500000,3,0,2,0,521,13,2,0,14,8,2001,28,1,1,1996,Shane Heller
Ukraine,Goalkeeper,Goalkeeper,189,150000,150000,0,0,0,0,360,4,,,,,,,0,0,2004,Ivan Hilpert
Ukraine,Goalkeeper,Goalkeeper,190,100000,125000,0,0,0,0,90,1,,,,,,,0,0,1998,Simon Greenholt
UdSSR,Goalkeeper,Goalkeeper,198,100000,500000,2,0,0,0,540,6,,,,,,,0,0,1989,Ryan Lehner
Moldova,Centre-Back,Defender,190,200000,200000,0,0,0,1,210,2,,,,,,,0,0,2003,Shane Stiedemann
UdSSR,Centre-Back,Defender,192,100000,175000,0,0,0,0,58,5,,,,,,,0,0,1990,Kerry Becker
Ukraine,Centre-Back,Defender,186,250000,250000,0,0,0,0,765,9,,,,,,,0,0,1999,Pedro Rodriguez
,Centre-Back,Defender,191,1500000,1500000,2,0,0,0,428,6,,,,,,,0,0,2003,Patrick Kemmer
,Right-Back,Defender,190,850000,850000,4,0,2,2,644,13,,,,,,,0,0,2001,Jerome Parker
Yugoslavia (Republic),Centre-Back,Defender,190,1000000,1200000,2,0,0,0,326,4,,,,,,,0,1,2002,Roman VonRueden
Argentina,Defensive Midfield,Midfield,182,8000000,8000000,4,0,0,1,1506,19,,,,,,,0,0,2001,Marcus Crona
New Zealand,Left-Back,Defender,180,300000,400000,0,0,0,0,534,11,,,,,,,0,0,1998,Jay Feeney
England,Centre-Back,Defender,189,1800000,3000000,1,0,0,1,643,9,,,,,,,0,0,1996,Edgar Wisozk
South Africa,Left-Back,Defender,175,250000,250000,0,0,0,0,336,6,,,,,,,0,0,2000,Guy Kshlerin
Greece,Right-Back,Defender,175,200000,2000000,0,0,0,0,18,1,0,0,0,0,483,6,0,0,1991,Salvador Kunze
Paraguay,Left Winger,Attack,170,300000,1000000,2,0,0,0,430,12,,,,,,,0,0,1998,Roderick Flatley
Argentina,Left-Back,Defender,174,400000,400000,2,0,2,3,1518,17,,,,,,,0,0,1997,Rogelio Walker
Argentina,Central Midfield,Midfield,178,500000,550000,3,0,1,0,1049,15,,,,,,,0,1,1998,Roger Huels
Greece,Goalkeeper,Goalkeeper,196,400000,3000000,0,0,0,0,1350,15,,,,,,,0,0,1994,Ron Volkman
Argentina,Central Midfield,Midfield,170,500000,750000,6,0,0,1,1085,14,,,,,,,0,1,1999,Orville Hoeger
Argentina,Centre-Back,Defender,190,600000,600000,5,0,2,0,1537,17,,,,,,,1,1,1995,Mark Price
Chile,Centre-Forward,Attack,174,5500000,5500000,2,0,3,2,441,15,,,,,,,1,1,1997,Jordan Huel
Germany,Left-Back,Defender,180,750000,750000,0,0,0,0,19,2,,,,,,,0,0,2004,Gabriel Herman
Colombia,Central Midfield,Midfield,173,2000000,2000000,0,0,0,0,210,7,,,,,,,0,0,2003,Warren Hettinger
Germany,Central Midfield,Midfield,190,1500000,1500000,2,0,2,0,670,10,,,,,,,0,0,1999,Earnest Rogahn
Germany,Right-Back,Defender,176,2500000,2500000,1,0,1,1,889,12,,,,,,,0,0,1997,Alton Schroeder
Germany,Central Midfield,Midfield,184,500000,1250000,0,0,3,1,738,13,,,,,,,0,0,1989,Kristopher Veum
Denmark,Centre-Back,Defender,190,1200000,2000000,2,0,2,0,840,15,2,0,1,0,844,12,0,0,2001,Israel Halvorson
France,Centre-Forward,Attack,185,400000,400000,1,1,1,0,363,13,,,,,,,0,1,1999,Reginald Heathcote
Ireland,Centre-Forward,Attack,185,4000000,5000000,2,0,5,2,793,15,,,,,,,0,0,2002,Jack Boyer
Germany,Left Winger,Attack,170,1200000,1500000,1,0,1,2,605,14,,,,,,,0,0,1996,Lyle Murazik
Italy,Centre-Forward,Attack,187,6000000,8000000,0,0,2,1,964,18,,,,,,,0,0,1998,Keith Walter
Brazil,Attacking Midfield,Midfield,188,500000,1500000,6,0,1,2,975,12,,,,,,,0,0,1992,Edwin Ledner
Uruguay,Right Winger,Attack,166,800000,1000000,4,0,0,0,787,14,,,,,,,0,0,1999,Damon O'Connell
Brazil,Right Winger,Attack,173,200000,500000,1,0,0,0,95,7,,,,,,,0,0,2002,Ross Jones
Spain,Right Winger,Attack,173,800000,3000000,2,0,1,0,231,9,0,0,0,0,56,6,0,0,1999,Alan Purdy
Spain,Goalkeeper,Goalkeeper,195,300000,1500000,0,0,0,0,281,4,,,,,,,0,0,1988,Ricardo Rodriguez
Spain,Right-Back,Defender,183,500000,2000000,1,0,0,0,252,5,3,0,1,0,885,12,0,0,1988,Wilbur Watsica
Sweden,Centre-Back,Defender,193,2500000,3000000,2,0,1,0,455,7,,,,,,,0,0,2000,Homer Heathcote
Ireland,Left Winger,Attack,175,325000,325000,1,1,1,0,788,12,,,,,,,0,0,2002,Carlton Sipes
England,Left-Back,Defender,176,200000,200000,4,0,0,1,1620,18,,,,,,,0,0,2001,Herman Wiza
Wales,Left Winger,Attack,175,3500000,6000000,0,0,0,2,485,10,2,0,3,2,612,9,0,0,1994,Willard Bogan
Scotland,Left-Back,Defender,181,175000,400000,0,0,0,1,272,4,,,,,,,0,0,2002,Duane Jacobs
Netherlands,Defensive Midfield,Midfield,179,500000,800000,2,0,0,0,265,9,3,0,1,1,1191,15,0,0,1996,Jimmie Bailey
Germany,Attacking Midfield,Midfield,176,325000,375000,0,0,1,0,14,2,,,,,,,0,0,2003,Bert Weissnat
Albania,Centre-Forward,Attack,182,1400000,1500000,3,0,6,0,797,14,6,0,4,0,1095,17,0,0,1997,Gilberto O'Hara
Sweden,Centre-Back,Defender,188,400000,2000000,2,1,1,1,1234,14,0,0,0,0,192,4,0,0,1993,Guadalupe Senger
Angola,Centre-Forward,Attack,181,300000,300000,0,0,0,0,231,10,,,,,,,0,0,2002,Domingo Gutkowski
Greece,Centre-Back,Defender,193,500000,500000,0,0,0,0,45,1,,,,,,,0,0,2003,Andres Schmeler
Greece,Central Midfield,Midfield,183,500000,500000,1,0,0,0,493,13,0,0,0,0,262,6,0,0,2002,Kyle Satterfield
England,Centre-Forward,Attack,185,1000000,13000000,1,0,2,1,924,16,0,0,3,1,1112,18,0,0,1989,Kerry Robel
England,Attacking Midfield,Midfield,181,15000000,15000000,0,0,0,0,345,12,,,,,,,0,0,2003,Randal Effertz
Iceland,Right Winger,Attack,186,1000000,10000000,2,0,0,2,849,14,0,0,0,0,52,2,0,0,1990,Jason Wuckert
England,Centre-Back,Defender,190,6000000,6000000,0,0,1,2,916,14,,,,,,,0,0,2003,Noah Schmidt
England,Centre-Forward,Attack,188,4500000,15000000,5,0,3,1,724,12,,,,,,,0,0,1996,Luke Gottlieb
England,Right-Back,Defender,178,3800000,7000000,6,0,1,1,1283,17,,,,,,,0,0,2000,Kenny Herzog
Denmark,Centre-Back,Defender,194,400000,400000,0,0,0,0,38,6,,,,,,,0,0,2001,Adrian Runte
Denmark,Attacking Midfield,Midfield,172,150000,1000000,1,0,0,1,442,8,,,,,,,0,0,1992,Wesley Mohr
Denmark,Defensive Midfield,Midfield,186,1000000,1200000,3,0,1,3,940,16,,,,,,,1,1,1993,Charlie Wilderman
Austria,Goalkeeper,Goalkeeper,188,500000,700000,0,0,0,0,667,8,,,,,,,0,0,1993,Jeffery Kassulke
Spain,Attacking Midfield,Midfield,182,1500000,1500000,1,0,1,3,810,18,,,,,,,0,0,2000,Luther Kessler
France,Right-Back,Defender,181,900000,1200000,0,0,0,0,103,5,0,0,0,0,186,4,0,0,1991,Joe Reynolds
Senegal,Centre-Back,Defender,191,5000000,5000000,3,0,0,0,763,10,,,,,,,0,0,2001,Devin Streich
Argentina,Defensive Midfield,Midfield,173,3000000,4000000,0,0,0,0,40,2,,,,,,,0,0,2003,Rick Jacobs
France,Central Midfield,Midfield,202,4000000,4000000,2,0,1,0,426,8,,,,,,,0,0,2002,Kevin Ferry
Senegal,Centre-Forward,Attack,179,200000,200000,0,0,0,0,88,4,,,,,,,0,0,2005,Edmund Kuhn
France,Left-Back,Defender,178,2500000,3500000,3,0,1,3,1350,15,,,,,,,0,0,1996,Ted Franecki
France,Central Midfield,Midfield,187,700000,700000,2,0,0,0,553,8,,,,,,,0,0,2004,Scott Walker
Greece,Attacking Midfield,Midfield,180,600000,600000,2,0,2,5,803,15,,,,,,,0,0,1998,Sam Kreiger
Spain,Left-Back,Defender,190,750000,750000,5,0,0,1,1079,15,,,,,,,0,0,2003,Vernon Ruecker
Norway,Centre-Forward,Attack,175,550000,550000,1,0,5,1,784,13,,,,,,,0,0,2001,Ian Block
Netherlands,Defensive Midfield,Midfield,,600000,600000,0,0,0,0,26,2,,,,,,,0,0,2004,Douglas Thiel
United States,Goalkeeper,Goalkeeper,190,1000000,1000000,0,0,0,0,1440,16,,,,,,,0,0,2002,Timmy Casper
Italy,Central Midfield,Midfield,186,7000000,7000000,3,0,2,0,449,11,,,,,,,0,0,2003,Ignacio Wiegand
Panama,Left Winger,Attack,180,1500000,1500000,0,0,0,2,689,9,3,0,1,3,598,8,0,0,1998,Albert Senger
Portugal,Attacking Midfield,Midfield,179,700000,2500000,0,1,0,0,216,10,2,0,2,1,1273,15,0,0,1999,Kent Hilpert
Spain,Central Midfield,Midfield,175,15000000,15000000,1,0,2,1,712,17,,,,,,,0,0,2003,Mathew Keeling
Ukraine,Left-Back,Defender,178,1200000,3000000,2,0,1,1,1003,13,0,0,0,0,18,1,0,0,1999,Cody Frami
Brazil,Centre-Forward,Attack,185,200000,600000,0,0,0,0,8,1,,,,,,,0,0,1994,Robert McGlynn
Georgia,Left-Back,Defender,179,3500000,3500000,0,0,0,2,1285,17,,,,,,,0,0,2002,Bernard Johns
Scotland,Central Midfield,Midfield,171,150000,200000,0,0,0,0,394,7,,,,,,,0,0,2002,Pablo Bauch
France,Defensive Midfield,Midfield,188,125000,200000,1,0,0,1,374,8,,,,,,,0,0,1993,Terrell Bartell
Finland,Centre-Back,Defender,185,750000,750000,3,0,0,1,1354,16,,,,,,,0,0,1996,Frederick Kozey
Slovakia,Centre-Back,Defender,188,700000,3000000,2,0,0,1,1101,13,,,,,,,0,0,1995,Ruben Kihn
Greece,Defensive Midfield,Midfield,185,300000,300000,4,0,1,0,731,11,,,,,,,0,0,1995,Garry Glover
Portugal,Attacking Midfield,Midfield,173,450000,600000,1,0,0,0,698,14,,,,,,,0,0,1999,Frankie Erdman
Argentina,Centre-Back,Defender,194,150000,500000,3,1,2,0,1215,14,,,,,,,0,0,1991,Jeffrey Smitham
,Second Striker,Attack,175,500000,500000,3,0,2,0,629,15,,,,,,,0,0,1999,Norman Crooks
Greece,Right Winger,Attack,176,150000,250000,0,0,0,0,35,2,,,,,,,0,0,1999,Bryan Lakin
Greece,Centre-Back,Defender,187,300000,300000,3,0,0,1,609,9,,,,,,,0,0,1999,Abel Kirlin
Austria,Goalkeeper,Goalkeeper,183,1500000,2500000,1,0,0,0,1350,15,1,0,0,0,630,7,0,0,1997,Hugh Hoppe
Iran,Defensive Midfield,Midfield,190,350000,1500000,6,0,1,1,644,11,,,,,,,0,0,1996,Edward Weissnat
Argentina,Attacking Midfield,Midfield,185,2000000,2200000,1,0,0,0,486,12,,,,,,,0,0,2000,Lorenzo Koepp
Cote d'Ivoire,Right Winger,Attack,184,200000,500000,0,0,1,0,141,6,,,,,,,0,0,1996,Myron Quigley
South Africa,Defensive Midfield,Midfield,178,300000,650000,3,0,0,0,388,9,,,,,,,1,1,1997,Todd Durgan
Mexico,Defensive Midfield,Midfield,178,8000000,8000000,4,0,2,1,1013,16,,,,,,,0,0,1996,Dwayne Ratke
Italy,Central Midfield,Midfield,185,10000000,12000000,0,0,0,1,147,2,,,,,,,0,0,2003,Alfredo Corkery
England,Central Midfield,Midfield,182,250000,900000,0,0,0,0,38,2,,,,,,,0,0,2000,Santiago Heidenreich
Australia,Central Midfield,Midfield,173,500000,500000,0,0,0,0,7,1,0,0,0,0,91,2,0,0,2000,Ralph Windler
Netherlands,Goalkeeper,Goalkeeper,193,500000,9000000,0,0,0,0,180,2,0,0,0,0,1260,14,0,0,1988,Taylor Conn
England,Goalkeeper,Goalkeeper,190,300000,300000,0,0,0,0,90,1,0,0,0,1,180,2,0,0,1999,James Mohr
Ukraine,Attacking Midfield,Midfield,180,2500000,2500000,1,0,0,0,425,12,0,0,0,0,18,1,0,0,2004,Gene Cummerata
Russia,Goalkeeper,Goalkeeper,192,400000,1500000,1,0,0,0,630,7,0,0,0,0,243,3,0,0,1994,Noel Botsford
Russia,Goalkeeper,Goalkeeper,197,350000,400000,0,0,0,0,585,7,0,1,0,0,345,5,0,0,1993,Reginald Cormier
England,Left-Back,Defender,183,3000000,7000000,6,0,1,1,1530,17,2,0,0,2,1380,16,0,0,1993,Thomas Rutherford
Switzerland,Goalkeeper,Goalkeeper,198,7000000,12000000,1,0,0,0,270,3,1,0,0,0,1609,18,0,0,1998,Percy Champlin
Sweden,Centre-Back,Defender,187,7000000,8000000,2,0,0,0,164,4,,,,,,,0,0,1998,Colin Schulist
Brazil,Central Midfield,Midfield,180,14000000,15000000,0,0,0,0,97,2,,,,,,,0,0,2004,Neal Nitzsche
,Left-Back,Defender,182,200000,200000,0,0,0,0,27,1,,,,,,,0,0,2003,Aubrey Ritchie
Germany,Goalkeeper,Goalkeeper,185,500000,750000,0,0,0,0,90,1,,,,,,,0,0,1992,Leslie Feeney
Belgium,Left Winger,Attack,179,3000000,3000000,1,0,0,0,284,7,0,0,0,0,1,1,0,0,2004,Zachary Zboncak
France,Centre-Back,Defender,191,1000000,1000000,0,1,0,0,9,1,,,,,,,0,0,2006,Billy Stoltenberg
East Germany (GDR),Left-Back,Defender,183,300000,1500000,2,0,0,2,776,13,,,,,,,0,0,1987,Philip Mills
Netherlands,Central Midfield,Midfield,,50000,50000,0,0,0,0,15,2,,,,,,,0,0,2005,Gabriel Lesch
Senegal,Right Winger,Attack,182,200000,200000,0,0,0,0,45,4,,,,,,,0,0,2005,Alfred Blick
Italy,Goalkeeper,Goalkeeper,189,200000,300000,0,0,0,0,270,3,,,,,,,0,0,1996,Luis Prosacco
Spain,Centre-Back,Defender,188,300000,6000000,6,0,1,1,681,10,,,,,,,0,0,1989,Fred Lockman
England,Defensive Midfield,Midfield,185,800000,15000000,0,0,0,0,113,3,3,0,1,0,1166,14,0,0,1989,Lance Vandervort
Norway,Right Winger,Attack,175,15000000,15000000,0,0,1,1,358,12,,,,,,,0,0,2003,Lonnie Kreiger
Belgium,Attacking Midfield,Midfield,169,500000,500000,0,0,0,0,33,2,,,,,,,0,0,2005,Trevor Kreiger
Sweden,Centre-Back,Defender,195,900000,1000000,0,0,0,0,328,7,,,,,,,0,0,1998,Jessie Kulas
Germany,Goalkeeper,Goalkeeper,193,1500000,1500000,2,0,0,0,1470,16,0,0,0,0,90,1,0,0,1997,Harvey Gulgowski
Germany,Centre-Forward,Attack,198,2000000,2000000,0,0,0,0,250,12,0,0,0,0,17,1,0,0,2002,Joseph Abernathy
Germany,Right Winger,Attack,185,3000000,3000000,1,0,3,2,352,14,0,0,0,0,21,1,0,0,2000,Nelson Keebler
Netherlands,Centre-Back,Defender,187,400000,450000,2,0,0,0,98,5,,,,,,,0,0,2001,Cory Schinner
Belgium,Centre-Forward,Attack,185,600000,1000000,0,0,3,1,247,11,,,,,,,0,0,2002,Corey Altenwerth
,Central Midfield,Midfield,,,,0,0,1,0,85,7,,,,,,,0,0,2003,Clarence Turcotte
Netherlands,Left-Back,Defender,174,250000,300000,1,0,0,0,166,6,,,,,,,0,0,2000,Ed Hyatt
France,Central Midfield,Midfield,177,1000000,1000000,1,0,0,0,181,6,2,0,0,0,90,5,0,0,2003,Zachary Auer
Spain,Central Midfield,Midfield,188,2000000,2000000,0,0,0,0,420,8,,,,,,,0,0,2001,Patrick Bernhard
Argentina,Right-Back,Defender,181,1800000,5200000,3,0,0,1,382,11,2,0,0,0,1072,14,0,0,1996,Stanley Brown
UdSSR,Attacking Midfield,Midfield,180,100000,600000,1,0,2,1,585,11,,,,,,,1,1,1987,Hugh Ondricka
Ukraine,Defensive Midfield,Midfield,187,200000,250000,0,0,0,0,349,7,0,0,0,0,225,3,0,0,2000,Arturo Raynor
Israel,Centre-Back,Defender,190,1000000,1000000,1,0,0,0,163,3,,,,,,,0,0,2003,Santos Swaniawski
Ukraine,Centre-Forward,Attack,180,300000,300000,0,0,2,0,619,10,,,,,,,0,0,2003,Clinton Beahan
England,Centre-Back,Defender,193,325000,375000,3,0,2,0,954,13,,,,,,,0,0,1995,Gustavo Schimmel
,Left-Back,Defender,,50000,50000,0,0,0,0,115,4,,,,,,,0,0,2003,Billy Goyette
,Left Midfield,Midfield,181,100000,100000,0,0,0,0,79,6,,,,,,,0,0,2001,Grady Howe
Netherlands,Right Winger,Attack,183,150000,600000,0,0,0,0,89,6,1,0,3,2,1371,19,0,0,1989,Lamar Lindgren
Switzerland,Centre-Back,Defender,188,350000,350000,1,0,1,0,1012,13,,,,,,,0,0,1996,Tommy Schulist
France,Central Midfield,Midfield,178,1800000,2500000,1,0,2,3,541,11,,,,,,,0,0,1992,Darrell Schuppe
France,Defensive Midfield,Midfield,196,1400000,30000000,0,0,0,0,588,13,,,,,,,0,0,1988,Patrick Muller
T?rkiye,Left-Back,Defender,,100000,100000,0,0,0,0,9,1,,,,,,,0,0,2005,Eduardo Senger
Greece,Centre-Forward,Attack,187,400000,450000,1,0,1,1,340,9,,,,,,,0,0,2000,Martin Armstrong
Denmark,Left Winger,Attack,186,1200000,1200000,0,0,2,2,737,13,0,0,0,0,73,5,0,0,2003,Ross Kuphal
Chile,Right Winger,Attack,184,5000000,5000000,0,0,4,0,440,11,,,,,,,0,0,2004,Josh Bins
Nigeria,Centre-Forward,Attack,179,4000000,4000000,0,0,2,0,621,9,,,,,,,0,0,1998,Felipe Waelchi
Senegal,Left Winger,Attack,182,250000,250000,1,0,0,0,254,6,,,,,,,0,0,2004,Eddie Hessel
Senegal,Centre-Back,Defender,182,200000,200000,0,0,0,0,45,1,,,,,,,0,0,2004,Seth Schinner
The Gambia,Right Winger,Attack,166,2000000,2000000,1,0,3,1,706,12,0,0,1,0,137,2,0,0,1998,Terrence Wuckert
Germany,Centre-Forward,Attack,181,1800000,1800000,1,0,2,0,425,11,,,,,,,0,0,2001,Scott Kozey
Denmark,Centre-Forward,Attack,189,2700000,2700000,0,0,1,0,123,9,,,,,,,0,0,2001,Michael Paucek
France,Left-Back,Defender,180,6000000,7500000,0,0,1,2,590,14,2,0,0,0,497,9,0,0,2000,Tom Treutel
England,Centre-Forward,Attack,186,12000000,12000000,0,0,9,0,662,19,4,0,1,1,999,14,0,0,1995,Shaun Deckow
,Right Winger,Attack,170,500000,600000,0,0,0,0,272,8,,,,,,,0,0,2001,Sergio MacGyver
Netherlands,Central Midfield,Midfield,,700000,700000,2,0,3,0,1279,15,,,,,,,0,0,2003,Brent Mosciski
Netherlands,Central Midfield,Midfield,178,150000,150000,0,0,0,0,66,2,0,0,1,0,97,4,0,0,2006,Lamar O'Kon
Algeria,Centre-Forward,Attack,170,10000000,10000000,4,0,15,2,1298,21,,,,,,,0,0,2000,Orlando Hackett
Jugoslawien (SFR),Goalkeeper,Goalkeeper,194,500000,7000000,0,0,0,0,1260,14,1,0,0,0,900,10,0,0,1989,Preston Turcotte
Chad,Right Winger,Attack,180,3000000,3000000,1,0,3,1,616,14,0,0,0,0,55,6,0,0,2003,Clarence Weber
Spain,Centre-Back,Defender,185,1200000,10000000,3,0,1,0,1249,14,7,0,0,1,1119,14,0,0,1999,Julius Wisozk
Argentina,Defensive Midfield,Midfield,177,14000000,14000000,5,0,0,0,1365,18,,,,,,,0,0,2001,Dale Pouros
Brazil,Centre-Forward,Attack,176,400000,700000,0,0,1,0,57,9,,,,,,,0,0,1996,Domingo Rosenbaum
South Africa,Defensive Midfield,Midfield,187,400000,700000,0,0,0,0,332,5,3,0,0,1,936,14,0,0,1994,Freddie Goodwin
Russia,Centre-Forward,Attack,185,300000,800000,1,0,1,1,749,11,0,0,1,0,505,8,0,0,1994,Mack Barton
Congo,Defensive Midfield,Midfield,172,1500000,1500000,3,0,0,0,922,14,,,,,,,0,0,1999,Alonzo Batz
Greece,Centre-Back,Defender,191,300000,600000,1,0,0,1,222,4,0,0,0,0,710,8,0,0,2000,Herman Stamm
,Centre-Forward,Attack,180,125000,150000,0,0,2,0,146,5,,,,,,,0,0,1994,Kim Ortiz
Argentina,Left-Back,Defender,177,5000000,5000000,0,0,0,2,1201,16,,,,,,,1,1,1999,Doyle Metz
Greece,Goalkeeper,Goalkeeper,193,200000,200000,0,0,0,0,90,1,,,,,,,0,0,2000,Bill Langosh
Brazil,Right-Back,Defender,176,7000000,7000000,1,0,1,4,1278,16,,,,,,,0,0,2001,Ben Jakubowski
Denmark,Goalkeeper,Goalkeeper,194,200000,200000,0,0,0,0,270,3,,,,,,,0,0,1996,Kenny Lakin
Denmark,Goalkeeper,Goalkeeper,189,100000,150000,0,0,0,0,210,2,,,,,,,0,0,1993,Earnest Runolfsson
France,Right Winger,Attack,173,500000,3000000,1,0,4,2,761,12,,,,,,,0,0,1992,Earnest O'Keefe
Bosnia-Herzegovina,Centre-Back,Defender,192,100000,200000,0,0,0,0,300,3,,,,,,,0,1,2001,Winston Langosh
Sweden,Centre-Back,Defender,192,1500000,3500000,0,0,0,1,976,11,0,0,1,0,314,5,0,0,1993,Hugo Wehner
,Left-Back,Defender,180,350000,350000,2,0,1,1,556,10,,,,,,,0,0,1995,Steve Stark
Portugal,Centre-Back,Defender,185,1500000,1500000,4,0,1,0,1004,12,,,,,,,0,0,1999,Clay Beer
,Goalkeeper,Goalkeeper,191,150000,200000,0,0,0,0,180,2,,,,,,,0,0,1998,Kelly Hayes
Georgia,Centre-Forward,Attack,184,350000,350000,1,0,1,1,456,14,,,,,,,0,0,2001,Elias Bashirian
Russia,Centre-Back,Defender,185,250000,250000,0,0,0,0,116,2,,,,,,,0,0,2005,Archie Strosin
Brazil,Central Midfield,Midfield,179,10000000,10000000,0,0,5,2,1210,15,,,,,,,0,0,2000,Eduardo Hettinger
England,Central Midfield,Midfield,172,7000000,7000000,2,0,0,0,478,13,,,,,,,0,0,2001,Darnell Grimes
France,Centre-Forward,Attack,179,500000,500000,0,0,0,0,16,2,,,,,,,0,0,2006,Warren Vandervort
