appearance_id,game_id,player_id,player_club_id,player_current_club_id,yellow_cards,red_cards,goals,assists,minutes_played
2332138_170321,2332138,170321,762,762,0,0,0,0,90
2332138_33027,2332138,33027,762,1031,0,0,0,0,90
2332133_61842,2332133,61842,148,1031,0,0,0,0,90
2332165_170321,2332165,170321,762,762,0,0,0,0,90
2332165_33027,2332165,33027,762,1031,0,0,0,0,90
2332148_61842,2332148,61842,148,1031,0,0,0,0,18
2332184_170321,2332184,170321,762,762,0,0,0,0,90
2332184_33027,2332184,33027,762,1031,0,0,0,0,90
2332144_170321,2332144,170321,762,762,0,0,0,0,12
2332150_61842,2332150,61842,148,1031,0,0,0,0,30
2332282_61842,2332282,61842,148,1031,0,0,0,0,6
2332287_61842,2332287,61842,148,1031,0,0,0,0,5
2332304_170321,2332304,170321,762,762,0,0,0,0,90
2332304_33027,2332304,33027,762,1031,0,0,0,0,90
2332279_170321,2332279,170321,762,762,0,0,0,0,90
2332279_33027,2332279,33027,762,1031,0,0,0,0,90
2332301_61842,2332301,61842,148,1031,0,0,0,0,5
2332252_61842,2332252,61842,148,1031,0,0,0,0,12
2332302_170321,2332302,170321,762,762,0,0,0,0,90
2332302_33027,2332302,33027,762,1031,0,0,0,0,90
2332261_170321,2332261,170321,762,762,0,0,0,0,45
2332261_33027,2332261,33027,762,1031,0,0,0,0,90
2332272_170321,2332272,170321,762,762,0,1,0,0,5
2332272_33027,2332272,33027,762,1031,0,0,0,0,90
2460305_61842,2460305,61842,148,1031,0,0,0,0,29
2460301_170321,2460301,170321,762,762,0,0,0,0,90
2460301_33027,2460301,33027,762,1031,0,0,0,0,90
2478479_170321,2478479,170321,762,762,0,0,0,0,90
2478479_33027,2478479,33027,762,1031,0,0,0,0,90
2486492_33027,2486492,33027,762,1031,0,0,0,0,90
2486497_192765,2486497,192765,148,148,0,0,0,0,18
2486497_61842,2486497,61842,148,1031,0,0,0,0,31
2486502_33027,2486502,33027,762,1031,0,0,0,0,90
2486506_43530,2486506,43530,31,1237,1,0,0,0,61
2486512_170321,2486512,170321,762,762,0,0,0,0,90
2486512_33027,2486512,33027,762,1031,0,0,0,0,90
2486515_43530,2486515,43530,31,1237,0,0,0,0,45
2486519_43530,2486519,43530,31,1237,0,0,0,0,90
2486528_170321,2486528,170321,762,762,0,0,0,0,90
2486528_33027,2486528,33027,762,1031,0,0,0,0,90
2486531_43530,2486531,43530,31,1237,0,0,1,0,90
2486533_170321,2486533,170321,762,762,0,0,0,0,90
2486533_33027,2486533,33027,762,1031,0,0,0,0,90
2486539_61842,2486539,61842,148,1031,0,0,0,0,30
2486544_170321,2486544,170321,762,762,0,0,0,0,72
2486544_33027,2486544,33027,762,1031,0,0,0,0,90
2486546_43530,2486546,43530,31,1237,0,0,0,0,66
2486550_43530,2486550,43530,31,1237,0,0,0,0,61
2486553_170321,2486553,170321,762,762,0,0,0,0,90
2486553_33027,2486553,33027,762,1031,1,0,0,0,90
2486559_170321,2486559,170321,762,762,0,0,0,0,90
2486559_33027,2486559,33027,762,1031,0,0,0,0,90
2486567_61842,2486567,61842,148,1031,0,0,0,0,18
2486574_61842,2486574,61842,148,1031,0,0,0,0,45
2486577_170321,2486577,170321,762,762,0,0,0,0,90
2486577_33027,2486577,33027,762,1031,0,0,0,0,90
2486583_170321,2486583,170321,762,762,0,0,0,0,90
2486583_33027,2486583,33027,762,1031,0,0,0,0,90
2486586_43530,2486586,43530,31,1237,0,0,0,1,72
2486587_192765,2486587,192765,148,148,0,0,0,0,90
2486595_170321,2486595,170321,762,762,0,0,0,0,90
2486598_192765,2486598,192765,148,148,1,0,0,0,90
2486600_170321,2486600,170321,762,762,0,0,0,0,90
2486601_43530,2486601,43530,31,1237,1,0,1,0,70
2486606_192765,2486606,192765,148,148,0,0,0,0,90
2486611_43530,2486611,43530,31,1237,0,0,0,0,67
2486613_170321,2486613,170321,762,762,0,0,0,0,90
2486617_192765,2486617,192765,148,148,0,0,0,0,90
2486619_170321,2486619,170321,762,762,0,0,0,0,90
2486625_43530,2486625,43530,31,1237,0,0,0,0,45
2486627_192765,2486627,192765,148,148,0,0,0,1,90
2486637_192765,2486637,192765,148,148,1,0,0,0,90
2486631_43530,2486631,43530,31,1237,0,0,0,1,90
2486633_170321,2486633,170321,762,762,1,0,0,0,90
2486640_43530,2486640,43530,31,1237,0,0,0,0,90
2486645_170321,2486645,170321,762,762,0,0,0,0,63
2486653_170321,2486653,170321,762,762,1,0,0,0,90
2486657_192765,2486657,192765,148,148,0,0,0,0,90
2486657_61842,2486657,61842,148,1031,1,0,0,0,79
2486651_43530,2486651,43530,31,1237,0,0,2,0,77
2486661_43530,2486661,43530,31,1237,0,0,0,0,55
2486663_170321,2486663,170321,762,762,0,0,0,0,90
2486667_192765,2486667,192765,148,148,0,0,0,0,14
2486667_61842,2486667,61842,148,1031,0,0,1,0,66
2486671_170321,2486671,170321,762,762,1,0,0,0,90
2486671_33027,2486671,33027,762,1031,0,0,0,0,90
2486672_61842,2486672,61842,148,1031,1,0,0,0,69
2486684_170321,2486684,170321,762,762,0,0,0,0,80
2486684_33027,2486684,33027,762,1031,0,0,0,0,90
2486687_61842,2486687,61842,148,1031,0,0,0,1,15
2486692_33027,2486692,33027,762,1031,0,0,0,0,90
2486693_43530,2486693,43530,31,1237,0,0,0,0,90
2486704_33027,2486704,33027,762,1031,0,0,0,0,90
2486714_43530,2486714,43530,31,1237,0,0,0,1,11
2486713_170321,2486713,170321,762,762,0,0,0,0,4
2486713_33027,2486713,33027,762,1031,0,0,0,0,90
2486724_33027,2486724,33027,762,1031,0,0,0,0,90
2486725_43530,2486725,43530,31,1237,0,0,0,0,62
2486728_61842,2486728,61842,148,1031,0,0,0,0,60
2486734_33027,2486734,33027,762,1031,0,0,0,0,90
2486732_43530,2486732,43530,31,1237,1,0,0,0,90
2486744_43530,2486744,43530,31,1237,0,0,0,0,90
2486746_33027,2486746,33027,762,1031,0,0,0,0,90
2486748_192765,2486748,192765,148,148,0,0,0,0,12
2486748_61842,2486748,61842,148,1031,0,0,1,0,64
2486735_192765,2486735,192765,148,148,0,0,0,0,90
2486735_61842,2486735,61842,148,1031,0,0,0,1,65
2486753_33027,2486753,33027,762,1031,0,0,0,0,90
2486755_61842,2486755,61842,148,1031,0,0,0,0,31
2486757_43530,2486757,43530,31,1237,0,0,0,0,88
2486763_33027,2486763,33027,762,1031,0,0,0,0,90
2486767_61842,2486767,61842,148,1031,0,0,0,0,58
2486761_43530,2486761,43530,31,1237,0,0,0,0,45
2486770_192765,2486770,192765,148,148,0,0,0,0,43
2486770_61842,2486770,61842,148,1031,0,0,0,0,7
2486776_33027,2486776,33027,762,1031,0,0,0,0,90
2486786_61842,2486786,61842,148,1031,0,0,0,0,79
2486780_33027,2486780,33027,762,1031,0,0,0,0,90
2486797_192765,2486797,192765,148,148,0,0,0,0,8
2486797_33027,2486797,33027,762,1031,0,0,0,0,90
2486804_33027,2486804,33027,762,1031,0,0,0,0,90
2486806_192765,2486806,192765,148,148,1,0,0,0,76
2486808_43530,2486808,43530,31,1237,0,0,0,0,15
2486794_43530,2486794,43530,31,1237,0,0,0,0,25
2486812_170321,2486812,170321,762,762,1,0,0,0,90
2486812_33027,2486812,33027,762,1031,0,0,0,0,90
2486813_43530,2486813,43530,31,1237,0,0,0,0,68
2486827_170321,2486827,170321,762,762,0,0,0,0,90
2486827_33027,2486827,33027,762,1031,0,0,0,0,90
2486821_43530,2486821,43530,31,1237,1,0,0,0,71
2486830_43530,2486830,43530,31,1237,0,0,1,0,65
2486832_170321,2486832,170321,762,762,0,0,0,0,90
2486832_33027,2486832,33027,762,1031,0,0,0,1,90
2486843_61842,2486843,61842,148,1031,0,0,0,0,5
2486847_170321,2486847,170321,762,762,0,0,0,0,90
2486847_33027,2486847,33027,762,1031,0,0,0,0,90
2486848_43530,2486848,43530,31,1237,0,0,0,0,90
2577857_123682,2577857,123682,989,762,0,0,0,0,90
2577857_92469,2577857,92469,989,762,0,0,0,0,90
2577860_192765,2577860,192765,148,148,0,0,0,0,90
2577859_33027,2577859,33027,762,1031,0,0,0,0,90
2577864_256178,2577864,256178,31,31,1,0,0,1,90
2577864_3333,2577864,3333,31,1237,1,0,0,0,90
2577864_43530,2577864,43530,31,1237,0,0,0,0,63
2577883_33027,2577883,33027,762,1031,0,0,0,0,90
2577890_192765,2577890,192765,148,148,1,0,0,1,90
2577886_123682,2577886,123682,989,762,0,0,0,0,90
2577886_256178,2577886,256178,31,31,1,0,0,0,90
2577886_3333,2577886,3333,31,1237,0,0,0,0,90
2577886_43530,2577886,43530,31,1237,0,0,0,0,90
2577886_61841,2577886,61841,989,989,0,0,0,0,9
2577886_92469,2577886,92469,989,762,1,0,0,0,90
2577898_123682,2577898,123682,989,762,0,0,3,0,90
2577898_61841,2577898,61841,989,989,0,0,0,0,1
2577898_92469,2577898,92469,989,762,0,0,0,0,90
2577899_33027,2577899,33027,762,1031,0,0,0,0,90
2577902_192765,2577902,192765,148,148,0,0,0,0,90
2577893_256178,2577893,256178,31,31,1,0,0,0,90
2577893_3333,2577893,3333,31,1237,0,0,0,0,90
2577939_123682,2577939,123682,989,762,0,0,1,0,90
2577939_61841,2577939,61841,989,989,0,0,0,0,33
2577939_92469,2577939,92469,989,762,0,0,0,0,90
2577946_33027,2577946,33027,762,1031,0,0,0,0,90
2577947_256178,2577947,256178,31,31,0,0,0,0,78
2577947_3333,2577947,3333,31,1237,0,0,0,0,90
2577956_123682,2577956,123682,989,762,0,0,0,0,90
2577956_61841,2577956,61841,989,989,1,0,0,0,90
2577956_92469,2577956,92469,989,762,1,0,0,0,90
2577958_148368,2577958,148368,31,703,0,0,0,0,16
2577958_256178,2577958,256178,31,31,0,0,0,0,90
2577958_3333,2577958,3333,31,1237,1,0,0,0,90
2577951_192765,2577951,192765,148,148,0,0,0,0,90
2577951_61842,2577951,61842,148,1031,0,0,0,0,28
2577951_91845,2577951,91845,148,148,0,0,0,0,62
2577954_33027,2577954,33027,762,1031,0,0,0,0,90
2577962_33027,2577962,33027,762,1031,0,0,0,0,90
2577968_123682,2577968,123682,989,762,0,0,1,0,76
2577968_61841,2577968,61841,989,989,0,0,0,0,1
2577968_92469,2577968,92469,989,762,0,0,1,0,89
2577963_3333,2577963,3333,31,1237,1,0,0,0,90
2577963_43530,2577963,43530,31,1237,0,0,0,0,27
2577972_192765,2577972,192765,148,148,0,0,0,0,90
2577972_91845,2577972,91845,148,148,0,0,1,0,79
2577961_3333,2577961,3333,31,1237,0,0,1,1,90
2577967_251664,2577967,251664,762,1148,0,0,0,0,5
2577967_33027,2577967,33027,762,1031,0,0,0,0,90
2577969_192765,2577969,192765,148,148,0,0,0,0,90
2577969_91845,2577969,91845,148,148,0,0,0,0,77
2577970_123682,2577970,123682,989,762,0,0,0,0,17
2577970_61841,2577970,61841,989,989,0,0,0,0,3
2577970_92469,2577970,92469,989,762,0,0,0,0,90
2577981_61841,2577981,61841,989,989,0,0,0,0,33
2577981_92469,2577981,92469,989,762,0,0,0,1,90
2577987_183318,2577987,183318,762,762,0,0,0,0,37
2577987_33027,2577987,33027,762,1031,0,0,0,0,90
2577989_3333,2577989,3333,31,1237,0,0,0,1,90
2577989_43530,2577989,43530,31,1237,0,0,0,0,14
2578001_192765,2578001,192765,148,148,1,0,0,0,90
2578001_61842,2578001,61842,148,1031,0,0,0,0,33
2577982_61841,2577982,61841,989,989,0,0,0,0,78
2577982_92469,2577982,92469,989,762,1,0,0,0,90
2577993_148368,2577993,148368,31,703,0,0,0,0,90
2577993_3333,2577993,3333,31,1237,1,0,0,0,90
2577993_43530,2577993,43530,31,1237,0,0,0,0,82
2577993_61842,2577993,61842,148,1031,0,0,0,0,3
2577995_170321,2577995,170321,762,762,0,0,0,0,65
2577996_61841,2577996,61841,989,989,0,0,0,0,15
2577996_92469,2577996,92469,989,762,0,0,1,0,90
2577996_95810,2577996,95810,148,762,0,0,0,0,8
2578000_148368,2578000,148368,31,703,0,0,0,0,45
2578000_3333,2578000,3333,31,1237,1,0,0,1,90
2578000_43530,2578000,43530,31,1237,0,0,0,0,67
2578019_170321,2578019,170321,762,762,0,0,0,0,78
2578019_183318,2578019,183318,762,762,0,0,0,0,45
2578003_3333,2578003,3333,31,1237,0,0,0,0,64
2578003_43530,2578003,43530,31,1237,0,0,0,0,90
2578015_170321,2578015,170321,762,762,0,0,0,0,90
2578015_183318,2578015,183318,762,762,0,0,0,0,7
2578017_55742,2578017,55742,989,703,0,0,0,0,73
2578017_61841,2578017,61841,989,989,0,0,0,0,90
2578017_92469,2578017,92469,989,762,0,0,0,0,90
2578011_192765,2578011,192765,148,148,0,0,0,0,8
2578024_170321,2578024,170321,762,762,0,0,0,0,90
2578024_55742,2578024,55742,989,703,1,0,0,0,79
2578024_61841,2578024,61841,989,989,1,0,0,0,90
2578024_92469,2578024,92469,989,762,0,0,0,0,90
2578018_91845,2578018,91845,148,148,0,0,0,0,15
2578021_148368,2578021,148368,31,703,0,0,0,0,3
2578021_43530,2578021,43530,31,1237,0,0,0,1,90
2578028_55742,2578028,55742,989,703,0,0,0,0,90
2578028_61841,2578028,61841,989,989,0,0,0,0,11
2578028_92469,2578028,92469,989,762,1,0,0,1,79
2578035_170321,2578035,170321,762,762,1,0,0,0,90
2578037_3333,2578037,3333,31,1237,0,0,0,0,90
2578037_43530,2578037,43530,31,1237,0,0,0,0,90
2578045_91845,2578045,91845,148,148,0,0,0,1,85
2578032_55742,2578032,55742,989,703,0,0,0,0,75
2578032_61841,2578032,61841,989,989,0,0,1,0,45
2578032_92469,2578032,92469,989,762,0,0,0,0,90
2578043_170321,2578043,170321,762,762,0,0,0,0,90
2578043_183318,2578043,183318,762,762,0,0,0,0,45
2578044_91845,2578044,91845,148,148,0,0,0,0,75
2578055_3333,2578055,3333,31,1237,1,0,1,0,90
2578055_43530,2578055,43530,31,1237,0,0,0,0,90
2578053_55742,2578053,55742,989,703,0,0,0,0,90
2578053_61841,2578053,61841,989,989,0,0,0,0,90
2578053_92469,2578053,92469,989,762,0,0,0,0,90
2578058_91845,2578058,91845,148,148,0,0,0,0,25
2578056_148368,2578056,148368,31,703,0,0,0,0,15
2578056_170321,2578056,170321,762,762,0,0,0,0,90
2578056_3333,2578056,3333,31,1237,0,0,0,0,90
2578056_43530,2578056,43530,31,1237,0,0,0,0,28
2578057_55742,2578057,55742,989,703,1,0,0,0,86
2578057_61841,2578057,61841,989,989,0,0,0,0,90
2578057_92469,2578057,92469,989,762,0,0,0,1,90
2578060_148368,2578060,148368,31,703,0,0,1,0,11
2578060_3333,2578060,3333,31,1237,0,0,0,0,90
2578060_43530,2578060,43530,31,1237,0,0,0,1,86
2578074_170321,2578074,170321,762,762,0,0,0,0,90
2578074_91845,2578074,91845,148,148,0,0,0,0,21
2578073_55742,2578073,55742,989,703,0,0,0,0,82
2578073_61841,2578073,61841,989,989,1,0,1,0,90
2578073_92469,2578073,92469,989,762,0,0,0,0,90
2578079_170321,2578079,170321,762,762,1,0,0,0,90
2578082_192765,2578082,192765,148,148,0,0,0,0,90
2578082_91845,2578082,91845,148,148,0,0,0,0,1
2578076_148368,2578076,148368,31,703,0,0,0,0,49
2578076_43530,2578076,43530,31,1237,0,0,0,0,74
2578077_148368,2578077,148368,31,703,0,0,0,0,36
2578077_43530,2578077,43530,31,1237,1,0,0,0,90
2578087_192765,2578087,192765,148,148,0,0,0,1,90
2578087_91845,2578087,91845,148,148,0,0,0,0,11
2578090_170321,2578090,170321,762,762,0,0,0,0,90
2578091_55742,2578091,55742,989,703,1,0,0,0,45
2578091_61841,2578091,61841,989,989,0,0,0,0,90
2578091_92469,2578091,92469,989,762,0,0,0,0,90
2578225_55742,2578225,55742,989,703,0,0,0,0,90
2578225_61841,2578225,61841,989,989,0,0,0,0,90
2578225_92469,2578225,92469,989,762,0,0,0,0,90
2578240_170321,2578240,170321,762,762,0,0,0,0,90
2578275_91845,2578275,91845,148,148,0,0,1,0,22
2578275_95810,2578275,95810,148,762,0,0,0,1,90
2578224_43530,2578224,43530,31,1237,0,0,0,1,90
2578222_55742,2578222,55742,989,703,1,0,0,0,60
2578222_61841,2578222,61841,989,989,0,0,0,0,90
2578222_92469,2578222,92469,989,762,0,0,0,0,90
2578266_170321,2578266,170321,762,762,0,0,0,0,90
2578277_43530,2578277,43530,31,1237,0,0,0,0,29
2578229_192765,2578229,192765,148,148,0,0,0,0,90
2578229_91845,2578229,91845,148,148,0,0,0,0,21
2578092_170321,2578092,170321,762,762,0,0,1,0,90
2578092_251664,2578092,251664,762,1148,0,0,0,0,5
2578093_55742,2578093,55742,989,703,0,0,1,0,80
2578093_61841,2578093,61841,989,989,1,0,0,0,90
2578093_92469,2578093,92469,989,762,0,0,0,0,50
2578102_192765,2578102,192765,148,148,0,0,0,0,90
2578102_91845,2578102,91845,148,148,0,0,0,0,8
2578104_3333,2578104,3333,31,1237,0,0,0,1,66
2578104_43530,2578104,43530,31,1237,0,0,0,0,88
2578096_55742,2578096,55742,989,703,1,0,0,0,80
2578096_61841,2578096,61841,989,989,0,0,0,0,90
2578101_170321,2578101,170321,762,762,0,0,0,0,57
2578101_183318,2578101,183318,762,762,0,0,0,0,1
2578109_91845,2578109,91845,148,148,0,0,0,0,2
2578109_95810,2578109,95810,148,762,0,0,0,0,90
2578097_3333,2578097,3333,31,1237,0,0,0,0,90
2578097_43530,2578097,43530,31,1237,0,0,0,0,76
2578110_3333,2578110,3333,31,1237,0,0,1,1,90
2578110_43530,2578110,43530,31,1237,1,0,1,1,31
2578113_183318,2578113,183318,762,762,0,0,1,0,90
2578114_91845,2578114,91845,148,148,0,0,0,0,90
2578114_95810,2578114,95810,148,762,1,0,0,0,90
2578128_55742,2578128,55742,989,703,0,0,0,0,90
2578128_61841,2578128,61841,989,989,0,0,0,0,90
2578128_92469,2578128,92469,989,762,0,0,0,0,33
2578120_91845,2578120,91845,148,148,0,0,0,0,70
2578122_55742,2578122,55742,989,703,0,0,0,0,90
2578122_61841,2578122,61841,989,989,1,0,0,0,90
2578122_92469,2578122,92469,989,762,0,0,0,0,85
2578123_3333,2578123,3333,31,1237,0,0,0,0,90
2578123_43530,2578123,43530,31,1237,0,0,0,0,90
2578125_170321,2578125,170321,762,762,0,0,0,0,45
2578125_183318,2578125,183318,762,762,1,1,0,0,46
2578125_61842,2578125,61842,762,1031,0,0,0,0,90
2578133_192765,2578133,192765,148,148,0,0,0,0,90
2578133_91845,2578133,91845,148,148,0,0,0,0,18
2578133_95810,2578133,95810,148,762,0,0,1,0,90
2578134_3333,2578134,3333,31,1237,0,0,0,1,90
2578134_43530,2578134,43530,31,1237,0,0,1,0,90
2578145_61842,2578145,61842,762,1031,0,0,0,0,88
2578124_55742,2578124,55742,989,703,0,0,0,0,90
2578124_61841,2578124,61841,989,989,0,0,0,0,90
2578124_92469,2578124,92469,989,762,0,0,0,0,66
2578135_183318,2578135,183318,762,762,0,0,0,0,23
2578135_61842,2578135,61842,762,1031,0,0,1,0,90
2578152_55742,2578152,55742,989,703,1,0,0,0,90
2578152_61841,2578152,61841,989,989,0,0,0,0,90
2578152_92469,2578152,92469,989,762,0,0,1,0,45
2578143_148368,2578143,148368,31,703,0,0,1,0,28
2578143_3333,2578143,3333,31,1237,0,0,1,0,90
2578147_91845,2578147,91845,148,148,0,0,0,0,72
2578158_55742,2578158,55742,989,703,0,0,0,0,90
2578158_61841,2578158,61841,989,989,0,0,0,0,90
2578158_92469,2578158,92469,989,762,0,0,0,0,85
2578153_91845,2578153,91845,148,148,0,0,0,0,75
2578156_55742,2578156,55742,989,703,0,0,0,0,66
2578156_61841,2578156,61841,989,989,0,0,0,0,90
2578156_92469,2578156,92469,989,762,0,0,0,1,90
2578165_192765,2578165,192765,148,148,1,0,0,0,90
2578165_91845,2578165,91845,148,148,0,0,0,0,20
2578165_95810,2578165,95810,148,762,0,0,0,0,90
2578170_170321,2578170,170321,762,762,0,0,0,0,90
2578170_183318,2578170,183318,762,762,0,0,0,0,90
2578178_148368,2578178,148368,31,703,0,0,0,0,69
2578178_3333,2578178,3333,31,1237,0,0,1,1,88
2578178_43530,2578178,43530,31,1237,0,0,1,1,90
2578174_192765,2578174,192765,148,148,0,0,0,0,12
2578174_91845,2578174,91845,148,148,0,0,0,0,8
2578179_170321,2578179,170321,762,762,0,0,0,0,31
2578179_183318,2578179,183318,762,762,0,0,0,0,90
2578179_61841,2578179,61841,989,989,0,0,0,0,90
2578179_92469,2578179,92469,989,762,0,0,0,1,90
2578173_148368,2578173,148368,31,703,0,0,0,0,80
2578173_3333,2578173,3333,31,1237,2,0,0,0,62
2578173_43530,2578173,43530,31,1237,0,0,0,0,90
2578177_61841,2578177,61841,989,989,0,0,0,0,90
2578177_92469,2578177,92469,989,762,0,0,0,1,90
2578192_183318,2578192,183318,762,762,0,0,0,0,90
2578192_61842,2578192,61842,762,1031,0,0,0,0,34
2578184_55742,2578184,55742,989,703,0,0,0,0,45
2578184_61841,2578184,61841,989,989,0,0,0,0,90
2578184_92469,2578184,92469,989,762,0,0,0,0,90
2578194_183318,2578194,183318,762,762,0,0,0,0,90
2578194_61842,2578194,61842,762,1031,0,0,0,0,76
2578196_148368,2578196,148368,31,703,0,0,0,1,90
2578196_43530,2578196,43530,31,1237,0,0,0,1,90
2578199_148368,2578199,148368,31,703,0,0,0,0,18
2578199_3333,2578199,3333,31,1237,0,0,0,0,90
2578199_43530,2578199,43530,31,1237,0,0,0,0,82
2578199_91845,2578199,91845,148,148,0,0,0,0,66
2578207_61842,2578207,61842,762,1031,0,0,0,1,90
2578213_61841,2578213,61841,989,989,0,0,0,0,68
2578213_92469,2578213,92469,989,762,0,0,0,0,90
2578208_183318,2578208,183318,762,762,0,0,0,0,45
2578208_61842,2578208,61842,762,1031,0,0,1,0,90
2578214_123682,2578214,123682,989,762,0,0,0,0,1
2578214_92469,2578214,92469,989,762,0,0,0,0,90
2578217_148368,2578217,148368,31,703,0,0,2,0,45
2578217_3333,2578217,3333,31,1237,0,0,0,2,90
2578217_43530,2578217,43530,31,1237,0,0,0,0,27
2578218_91845,2578218,91845,148,148,0,0,0,0,1
2578244_170321,2578244,170321,762,762,0,0,0,0,90
2578244_183318,2578244,183318,762,762,0,0,1,0,90
2578244_61842,2578244,61842,762,1031,0,0,1,1,90
2578249_123682,2578249,123682,989,762,0,0,0,0,13
2578249_148368,2578249,148368,31,703,0,0,0,0,15
2578249_43530,2578249,43530,31,1237,0,0,0,0,12
2578249_92469,2578249,92469,989,762,0,0,0,0,77
2578258_91845,2578258,91845,148,148,0,0,0,0,1
2578150_170321,2578150,170321,762,762,0,0,0,0,90
2578150_183318,2578150,183318,762,762,0,0,0,0,90
2578150_61842,2578150,61842,762,1031,0,0,0,0,81
2578142_148368,2578142,148368,31,703,0,0,1,0,54
